COUNTY,Date,Cases (Total),Cases (Confirmed Only),Cases (Probable Only),Total tests (new people),Total tests (susceptible test encounters),Total PCR tests (susceptible test encounters),Total Ag tests (susceptible test encounters),Total tests (specimens),Total PCR tests (specimens),Total Ag tests (specimens),Total Recovered,New Hospital Admission,Active Hospitalized Cases,Total Deaths,Total Active Cases,Cases Age 0-9,Cases Age 10-19,Cases Age 20-29,Cases Age 30-39,Cases Age 40-49,Cases Age 50-59,Cases Age 60-69,Cases Age 70-79,Cases Age 80+
McHenry,2021-04-06,1,0,1,4,10,2,8,12.0,2.0,10.0,1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
McIntosh,2021-04-06,0,0,0,3,87,86,1,128.0,127.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McKenzie,2021-04-06,4,4,0,15,54,27,27,57.0,28.0,29.0,2,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
McLean,2021-04-06,0,0,0,3,41,4,37,79.0,4.0,75.0,0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mercer,2021-04-06,0,0,0,2,15,5,10,20.0,6.0,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morton,2021-04-06,5,3,2,29,183,59,124,276.0,92.0,184.0,2,0.0,0.0,0.0,37.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Mountrail,2021-04-06,1,1,0,4,15,9,6,17.0,9.0,8.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nelson,2021-04-06,0,0,0,0,7,2,5,8.0,2.0,6.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,2021-04-06,0,0,0,0,2,0,2,3.0,1.0,2.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pembina,2021-04-06,0,0,0,5,12,8,4,12.0,8.0,4.0,0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierce,2021-04-06,0,0,0,2,8,4,4,10.0,6.0,4.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramsey,2021-04-06,0,0,0,8,63,21,42,77.0,23.0,54.0,2,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ransom,2021-04-06,6,4,2,8,18,8,10,20.0,10.0,10.0,0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0
Renville,2021-04-06,0,0,0,0,3,0,3,3.0,0.0,3.0,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richland,2021-04-06,4,4,0,13,49,19,30,56.0,21.0,35.0,1,1.0,1.0,0.0,32.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Rolette,2021-04-06,0,0,0,9,37,33,4,44.0,39.0,5.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sargent,2021-04-06,1,0,1,12,45,7,38,51.0,7.0,44.0,0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheridan,2021-04-06,0,0,0,1,1,1,0,2.0,2.0,0.0,4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sioux,2021-04-06,0,0,0,9,42,28,14,49.0,31.0,18.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slope,2021-04-06,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stark,2021-04-06,8,3,5,31,174,21,153,216.0,24.0,192.0,4,0.0,1.0,0.0,35.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0
Steele,2021-04-06,0,0,0,1,2,1,1,3.0,2.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stutsman,2021-04-06,5,1,4,13,140,111,29,223.0,183.0,40.0,2,0.0,0.0,0.0,31.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0
Towner,2021-04-06,1,1,0,1,3,1,2,3.0,1.0,2.0,0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Traill,2021-04-06,1,0,1,7,49,2,47,61.0,3.0,58.0,0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Unknown,2021-04-06,0,0,0,6,14,8,6,14.0,8.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walsh,2021-04-06,3,3,0,4,24,16,8,30.0,20.0,10.0,3,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Ward,2021-04-06,4,0,4,27,164,38,126,267.0,56.0,211.0,5,0.0,3.0,0.0,49.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Wells,2021-04-06,0,0,0,2,4,1,3,7.0,2.0,5.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Williams,2021-04-06,1,1,0,22,71,35,36,83.0,42.0,41.0,2,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Adams,2021-04-07,0,0,0,0,1,1,0,2.0,1.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barnes,2021-04-07,3,2,1,7,224,199,25,335.0,303.0,32.0,3,0.0,0.0,0.0,15.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Benson,2021-04-07,2,1,1,3,17,9,8,22.0,13.0,9.0,2,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Billings,2021-04-07,0,0,0,0,6,3,3,7.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bottineau,2021-04-07,0,0,0,2,13,8,5,23.0,15.0,8.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bowman,2021-04-07,0,0,0,4,7,3,4,9.0,5.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burke,2021-04-07,0,0,0,0,9,7,2,12.0,10.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burleigh,2021-04-07,30,21,9,124,856,588,268,1151.0,798.0,353.0,12,1.0,7.0,0.0,179.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,1.0,0.0
Cass,2021-04-07,68,40,28,258,1363,789,574,1829.0,1124.0,705.0,68,2.0,12.0,0.0,524.0,4.0,4.0,27.0,16.0,3.0,8.0,3.0,3.0,0.0
Cavalier,2021-04-07,0,0,0,1,20,16,4,30.0,25.0,5.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dickey,2021-04-07,2,0,2,6,53,30,23,132.0,74.0,58.0,1,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Divide,2021-04-07,0,0,0,0,5,1,4,6.0,2.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dunn,2021-04-07,3,1,2,2,14,5,9,21.0,9.0,12.0,0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Eddy,2021-04-07,1,0,1,1,6,5,1,7.0,5.0,2.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Emmons,2021-04-07,0,0,0,1,6,4,2,8.0,5.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foster,2021-04-07,0,0,0,1,10,7,3,11.0,8.0,3.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden Valley,2021-04-07,0,0,0,0,2,1,1,5.0,4.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grand Forks,2021-04-07,31,26,5,57,735,641,94,1001.0,881.0,120.0,10,1.0,2.0,0.0,152.0,1.0,5.0,8.0,5.0,2.0,3.0,5.0,0.0,2.0
Grant,2021-04-07,0,0,0,1,3,3,0,3.0,3.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Griggs,2021-04-07,0,0,0,2,8,6,2,11.0,9.0,2.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hettinger,2021-04-07,0,0,0,2,5,3,2,7.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kidder,2021-04-07,0,0,0,0,9,6,3,11.0,8.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMoure,2021-04-07,2,0,2,3,12,5,7,17.0,7.0,10.0,0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Logan,2021-04-07,0,0,0,2,11,6,5,12.0,6.0,6.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McHenry,2021-04-07,3,2,1,2,26,17,9,29.0,20.0,9.0,1,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
McIntosh,2021-04-07,1,1,0,0,15,13,2,23.0,19.0,4.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
McKenzie,2021-04-07,3,3,0,8,60,44,16,71.0,53.0,18.0,1,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
McLean,2021-04-07,0,0,0,5,26,19,7,33.0,23.0,10.0,1,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mercer,2021-04-07,1,1,0,8,69,49,20,97.0,58.0,39.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morton,2021-04-07,4,2,2,30,226,115,111,337.0,156.0,181.0,2,0.0,0.0,0.0,39.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Mountrail,2021-04-07,0,0,0,6,194,96,98,235.0,112.0,123.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson,2021-04-07,0,0,0,1,56,54,2,107.0,105.0,2.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,2021-04-07,0,0,0,0,3,3,0,3.0,3.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pembina,2021-04-07,0,0,0,12,42,41,1,62.0,60.0,2.0,1,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierce,2021-04-07,0,0,0,1,4,1,3,5.0,1.0,4.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramsey,2021-04-07,1,1,0,6,40,28,12,51.0,37.0,14.0,2,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ransom,2021-04-07,1,0,1,6,40,12,28,67.0,14.0,53.0,1,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Renville,2021-04-07,0,0,0,3,26,23,3,45.0,42.0,3.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richland,2021-04-07,3,1,2,11,118,81,37,168.0,98.0,70.0,7,0.0,1.0,0.0,28.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
Rolette,2021-04-07,1,1,0,16,230,30,200,268.0,36.0,232.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sargent,2021-04-07,4,2,2,10,25,14,11,32.0,16.0,16.0,2,0.0,0.0,0.0,15.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sheridan,2021-04-07,1,0,1,0,11,9,2,14.0,11.0,3.0,0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sioux,2021-04-07,0,0,0,4,17,13,4,22.0,16.0,6.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slope,2021-04-07,0,0,0,0,1,0,1,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stark,2021-04-07,14,13,1,25,265,147,118,334.0,180.0,154.0,4,0.0,1.0,1.0,44.0,0.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,2.0
Steele,2021-04-07,0,0,0,1,11,4,7,14.0,5.0,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stutsman,2021-04-07,5,1,4,19,95,38,57,118.0,49.0,69.0,3,0.0,0.0,0.0,33.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
Towner,2021-04-07,0,0,0,0,4,3,1,5.0,4.0,1.0,1,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Traill,2021-04-07,3,0,3,8,133,10,123,184.0,12.0,172.0,1,1.0,1.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Unknown,2021-04-07,0,0,0,8,14,10,4,14.0,10.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walsh,2021-04-07,4,4,0,6,79,76,3,142.0,138.0,4.0,3,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
Ward,2021-04-07,7,2,5,70,431,319,112,733.0,600.0,133.0,6,0.0,3.0,0.0,50.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
Wells,2021-04-07,0,0,0,0,6,4,2,7.0,5.0,2.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Williams,2021-04-07,3,2,1,25,227,157,70,284.0,205.0,79.0,0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
Adams,2021-04-08,0,0,0,1,13,13,0,14.0,14.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barnes,2021-04-08,1,1,0,1,32,28,4,38.0,34.0,4.0,4,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Benson,2021-04-08,1,1,0,9,18,12,6,22.0,15.0,7.0,0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Billings,2021-04-08,0,0,0,0,1,1,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bottineau,2021-04-08,0,0,0,1,24,21,3,44.0,39.0,5.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bowman,2021-04-08,0,0,0,1,26,25,1,29.0,28.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burke,2021-04-08,0,0,0,2,9,7,2,11.0,9.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burleigh,2021-04-08,16,11,5,43,226,154,72,267.0,182.0,85.0,22,0.0,6.0,0.0,173.0,4.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0
Cass,2021-04-08,26,21,5,95,531,284,247,674.0,363.0,311.0,98,4.0,14.0,0.0,452.0,2.0,5.0,7.0,5.0,4.0,2.0,1.0,0.0,0.0
Cavalier,2021-04-08,0,0,0,1,6,1,5,8.0,2.0,6.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dickey,2021-04-08,0,0,0,3,39,13,26,89.0,16.0,73.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Divide,2021-04-08,0,0,0,0,2,2,0,2.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dunn,2021-04-08,1,1,0,2,4,3,1,6.0,5.0,1.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Eddy,2021-04-08,0,0,0,0,1,1,0,2.0,1.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmons,2021-04-08,0,0,0,1,6,5,1,6.0,5.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foster,2021-04-08,0,0,0,3,8,7,1,9.0,8.0,1.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden Valley,2021-04-08,0,0,0,0,3,2,1,11.0,10.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grand Forks,2021-04-08,22,19,3,42,428,406,22,663.0,636.0,27.0,16,0.0,2.0,0.0,158.0,0.0,3.0,8.0,5.0,1.0,1.0,2.0,2.0,0.0
Grant,2021-04-08,0,0,0,0,4,3,1,4.0,3.0,1.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Griggs,2021-04-08,0,0,0,1,6,6,0,9.0,9.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hettinger,2021-04-08,1,1,0,1,5,4,1,7.0,6.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Kidder,2021-04-08,0,0,0,1,7,6,1,9.0,7.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMoure,2021-04-08,0,0,0,4,32,27,5,50.0,44.0,6.0,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan,2021-04-08,0,0,0,0,8,8,0,9.0,9.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McHenry,2021-04-08,0,0,0,4,20,5,15,25.0,5.0,20.0,1,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McIntosh,2021-04-08,0,0,0,1,4,3,1,4.0,3.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McKenzie,2021-04-08,2,2,0,12,46,34,12,48.0,36.0,12.0,1,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
McLean,2021-04-08,2,2,0,7,42,34,8,45.0,37.0,8.0,1,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Mercer,2021-04-08,1,1,0,4,11,9,2,12.0,10.0,2.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Morton,2021-04-08,5,3,2,11,101,67,34,147.0,85.0,62.0,3,1.0,1.0,0.0,41.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Mountrail,2021-04-08,1,1,0,5,106,98,8,128.0,120.0,8.0,1,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson,2021-04-08,0,0,0,0,6,5,1,15.0,6.0,9.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,2021-04-08,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pembina,2021-04-08,1,1,0,8,52,16,36,73.0,23.0,50.0,2,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Pierce,2021-04-08,0,0,0,1,1,0,1,3.0,2.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramsey,2021-04-08,0,0,0,6,28,22,6,31.0,24.0,7.0,1,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ransom,2021-04-08,2,2,0,10,105,99,6,138.0,131.0,7.0,2,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Renville,2021-04-08,0,0,0,1,3,1,2,3.0,1.0,2.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richland,2021-04-08,5,1,4,19,69,44,25,100.0,69.0,31.0,3,1.0,2.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
Rolette,2021-04-08,0,0,0,5,118,110,8,160.0,150.0,10.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sargent,2021-04-08,2,1,1,5,79,74,5,92.0,86.0,6.0,3,0.0,0.0,0.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheridan,2021-04-08,1,0,1,0,8,1,7,10.0,1.0,9.0,2,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sioux,2021-04-08,0,0,0,3,12,12,0,17.0,17.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slope,2021-04-08,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stark,2021-04-08,8,5,3,25,194,154,40,269.0,223.0,46.0,6,0.0,1.0,0.0,46.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0
Steele,2021-04-08,0,0,0,0,2,2,0,4.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stutsman,2021-04-08,8,3,5,23,421,400,21,699.0,672.0,27.0,4,0.0,0.0,0.0,37.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0
Towner,2021-04-08,0,0,0,0,4,3,1,5.0,3.0,2.0,0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Traill,2021-04-08,4,2,2,8,38,13,25,46.0,14.0,32.0,1,0.0,1.0,0.0,17.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Unknown,2021-04-08,0,0,0,10,15,14,1,15.0,14.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walsh,2021-04-08,3,3,0,2,63,18,45,86.0,22.0,64.0,2,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
Ward,2021-04-08,7,6,1,31,310,245,65,535.0,433.0,102.0,4,0.0,3.0,0.0,53.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0
Wells,2021-04-08,0,0,0,1,56,1,55,78.0,1.0,77.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Williams,2021-04-08,2,2,0,23,78,49,29,85.0,56.0,29.0,0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,2021-04-09,0,0,0,2,24,22,2,34.0,29.0,5.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barnes,2021-04-09,5,0,5,8,44,9,35,86.0,13.0,73.0,1,0.0,0.0,0.0,16.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Benson,2021-04-09,5,5,0,2,16,11,5,20.0,15.0,5.0,0,0.0,1.0,0.0,8.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Billings,2021-04-09,0,0,0,0,1,1,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bottineau,2021-04-09,1,0,1,5,38,28,10,58.0,38.0,20.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bowman,2021-04-09,0,0,0,3,53,52,1,62.0,61.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burke,2021-04-09,0,0,0,1,3,2,1,4.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burleigh,2021-04-09,27,17,10,89,511,81,430,1148.0,93.0,1055.0,17,1.0,7.0,0.0,183.0,4.0,4.0,3.0,7.0,5.0,1.0,3.0,0.0,0.0
Cass,2021-04-09,97,41,56,293,1302,306,996,2355.0,335.0,2020.0,89,1.0,12.0,1.0,459.0,10.0,21.0,30.0,13.0,7.0,14.0,2.0,0.0,0.0
Cavalier,2021-04-09,0,0,0,0,11,3,8,17.0,3.0,14.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dickey,2021-04-09,0,0,0,3,9,3,6,27.0,5.0,22.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
